"Plot Title: 20385335_RAN3_20m_temp_light"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 20385335, SEN S/N: 20385335)","Intensity, Lux (LGR S/N: 20385335, SEN S/N: 20385335)","Coupler Attached (LGR S/N: 20385335)","Coupler Detached (LGR S/N: 20385335)","Host Connected (LGR S/N: 20385335)","Stopped (LGR S/N: 20385335)","End Of File (LGR S/N: 20385335)"
429,18/11/06 22:40:00,28.754,0.0,,,,,
430,18/11/06 22:45:00,28.754,0.0,,,,,
431,18/11/06 22:50:00,28.754,0.0,,,,,
432,18/11/06 22:55:00,28.754,0.0,,,,,
433,18/11/06 23:00:00,28.754,0.0,,,,,
434,18/11/06 23:05:00,28.754,0.0,,,,,
435,18/11/06 23:10:00,28.754,0.0,,,,,
436,18/11/06 23:15:00,28.754,0.0,,,,,
437,18/11/06 23:20:00,28.754,0.0,,,,,
438,18/11/06 23:25:00,28.754,0.0,,,,,
439,18/11/06 23:30:00,28.754,0.0,,,,,
440,18/11/06 23:35:00,28.754,0.0,,,,,
441,18/11/06 23:40:00,28.754,0.0,,,,,
442,18/11/06 23:45:00,28.754,0.0,,,,,
443,18/11/06 23:50:00,28.754,0.0,,,,,
444,18/11/06 23:55:00,28.754,0.0,,,,,
445,18/11/07 00:00:00,28.754,0.0,,,,,
446,18/11/07 00:05:00,28.754,0.0,,,,,
447,18/11/07 00:10:00,28.754,0.0,,,,,
448,18/11/07 00:15:00,28.754,0.0,,,,,
449,18/11/07 00:20:00,28.754,0.0,,,,,
450,18/11/07 00:25:00,28.754,0.0,,,,,
451,18/11/07 00:30:00,28.655,0.0,,,,,
452,18/11/07 00:35:00,28.655,0.0,,,,,
453,18/11/07 00:40:00,28.655,0.0,,,,,
454,18/11/07 00:45:00,28.655,0.0,,,,,
455,18/11/07 00:50:00,28.754,0.0,,,,,
456,18/11/07 00:55:00,28.655,0.0,,,,,
457,18/11/07 01:00:00,28.754,0.0,,,,,
458,18/11/07 01:05:00,28.655,0.0,,,,,
459,18/11/07 01:10:00,28.754,0.0,,,,,
460,18/11/07 01:15:00,28.655,0.0,,,,,
461,18/11/07 01:20:00,28.655,0.0,,,,,
462,18/11/07 01:25:00,28.655,0.0,,,,,
463,18/11/07 01:30:00,28.754,0.0,,,,,
464,18/11/07 01:35:00,28.754,0.0,,,,,
465,18/11/07 01:40:00,28.655,0.0,,,,,
466,18/11/07 01:45:00,28.655,0.0,,,,,
467,18/11/07 01:50:00,28.655,0.0,,,,,
468,18/11/07 01:55:00,28.655,0.0,,,,,
469,18/11/07 02:00:00,28.655,0.0,,,,,
470,18/11/07 02:05:00,28.655,0.0,,,,,
471,18/11/07 02:10:00,28.655,0.0,,,,,
472,18/11/07 02:15:00,28.655,0.0,,,,,
473,18/11/07 02:20:00,28.655,0.0,,,,,
474,18/11/07 02:25:00,28.655,0.0,,,,,
